"","data_id","iso","event_id_cnty","event_id_no_cnty","event_date","year","time_precision","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","timestamp","iso3","timeseries"
"2907",7689956,729,"SUD12216",12216,"23 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)",NA,7,37,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,2,"Radio Dabanga","National","On March 23rd, seven children died instantly and another shortly afterwards when they were playing with unexploded ordnance found near a military site in El Fateh west of Omdurman (coordinates used at precision 2).",8,1618573278,"SDN",2019-03-23
"2908",5105674,729,"SUD12212",12212,"22 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Radio Dabanga","National","On March 22nd, demonstrators gathered in Khartoum North, as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573277,"SDN",2019-03-22
"2909",7576849,729,"SUD12205",12205,"22 March 2019",2019,2,"Battles","Armed clash","Unidentified Armed Group (Sudan)",NA,3,"Police Forces of Sudan (1989-2019)",NA,1,13,"Northern Africa","Sudan","Central Darfur","Shamal Jabal Marrah",NA,"Jabal Marrah",13.1667,24.3667,2,"Al Rakoba","National","On or around March 22nd, the bodies of two policemen were found at an unspecified location in Western Jebel Marrah (Central Darfur). A police officer who discovered the bodies returned to the police station, though upon returning to the location the bodies had been moved and their weapons taken, without explanation. Event coded as an armed clash between police and UAG, pending further information.",2,1618573277,"SDN",2019-03-22
"2910",7686779,729,"SUD12206",12206,"22 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,1,"Al Rakoba","National","On March 22nd, demonstrators gathered in Khartoum and Omdurman, as part of nationwide anti-govt demonstrations. [size=hundreds]",0,1618573277,"SDN",2019-03-22
"2911",7998600,729,"SUD12211",12211,"22 March 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Dinka Ngok Ethnic Group (Sudan); Women (Sudan)",7,47,"Northern Africa","Sudan","Abyei PCA","Abyei PCA area",NA,"Abyei",9.5899,28.4486,2,"Radio Tamazuj","National","On March 22nd, four pregnant women belonging to the Ngok Dinka group were abducted by an unspecified group which the source strongly implies are northern Sudanese pastoralists (though no ethnic identity is specified) returning to the north. The event occurred at Tol Mach outside Abyei town (coordinates for Abyei used at precision 2), and the victims were rescued by UNIFSA peacekeepers on or before March 26th.",0,1621903735,"SDN",2019-03-22
"2912",7520406,729,"SUD12207",12207,"22 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Al Rakoba","National","On March 22nd, demonstrators gathered in Khartoum and Omdurman, as part of nationwide anti-govt demonstrations. [size=hundreds]",0,1611019289,"SDN",2019-03-22
"2913",6733469,729,"SUD12213",12213,"22 March 2019",2019,1,"Violence against civilians","Attack","Military Forces of Sudan (1989-2019) Rapid Support Forces",NA,1,"Civilians (Sudan)","Refugees/IDPs (Sudan)",7,17,"Northern Africa","Sudan","South Darfur","As Salam-SD",NA,"Tono",11.9332,24.8168,1,"Radio Dabanga","National","On March 22nd, militiamen (coded here as RSF) attacked IDPs at Hijeir Tongo close to Nyala (South Darfur, coordinates for Tono used), killing one and seriously wounding two. The two are being treated for their injuries.",1,1618573277,"SDN",2019-03-22
"2914",7499962,729,"SUD12215",12215,"22 March 2019",2019,1,"Battles","Armed clash","Military Forces of Sudan (1989-2019) Rapid Support Forces",NA,1,"Police Forces of Sudan (1989-2019)",NA,1,11,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Tabit",13.3101,25.0877,1,"Radio Dabanga","National","On March 22nd, RSF paramilitaries beat two senior police officers, and abducted two other police officers after they were accused of earlier attacking traders in Tabit market (police coded as assoc actor 2).",0,1618573277,"SDN",2019-03-22
"2915",7499974,729,"SUD12214",12214,"22 March 2019",2019,1,"Violence against civilians","Attack","Military Forces of Sudan (1989-2019) Rapid Support Forces",NA,1,"Civilians (Sudan)",NA,7,17,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Tabit",13.3101,25.0877,1,"Radio Dabanga","National","On March 22nd, RSF paramilitaries attacked Tabit market (North Darfur), beating civilians with whips and robbing vendors of goods. When the victims reported the incident to the police, the paramilitaries beat two senior police officers, and abducted two other police officers (police coded as assoc actor 2).",0,1618573277,"SDN",2019-03-22
"2916",6730499,729,"SUD12195",12195,"21 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Sudan Tribune; Radio Dabanga","National","On March 21st, protesters gathered in Greater Khartoum (coded as three events in Khartoum, Khartoum North, and Omdurman), as part of nationwide anti-govt demonstrations. Security forces (coded here as police) dispersed demonstrators with tear gas and batons. [size=large]",0,1618573276,"SDN",2019-03-21
"2917",6732556,729,"SUD12193",12193,"21 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)","NUP: National Umma Party",6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","North Kordofan","Sheikan",NA,"El Obeid",13.1842,30.2167,1,"Sudan Tribune; Radio Dabanga","National","On March 21st, protesters gathered in Greater Khartoum (coded as three events in Khartoum, Khartoum North, and Omdurman), as part of nationwide anti-govt demonstrations. Security forces (coded here as police) dispersed demonstrators with tear gas and batons. [size=large]",0,1618573276,"SDN",2019-03-21
"2918",5575958,729,"SUD12198",12198,"21 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Sudan Tribune; Radio Dabanga","National","On March 21st, protesters gathered in Kassala (Kassala state), as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573276,"SDN",2019-03-21
"2919",7277603,729,"SUD12201",12201,"21 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Sennar","Sennar",NA,"Sennar",13.5422,33.6172,1,"Radio Dabanga","National","On March 21st, protesters gathered in El Obeid (North Kordofan), as part of nationwide anti-govt demonstrations. Security forces (coded here as police) dispersed demonstrators with what the source descrbes as 'excessive force', and made a number of arrests. [size=hundreds]",0,1604354649,"SDN",2019-03-21
"2920",7722023,729,"SUD12197",12197,"21 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Radio Dabanga; Sudan Tribune","National","On March 21st, protesters gathered in Wad Medani (El Gazira), as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573276,"SDN",2019-03-21
"2921",7722024,729,"SUD12199",12199,"21 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,1,"Radio Dabanga; Sudan Tribune","National","On March 21st, protesters gathered in Port Sudan (Red Sea state), as part of nationwide anti-govt demonstrations. [size=no report]",0,1614639423,"SDN",2019-03-21
"2922",5022524,729,"SUD12200",12200,"21 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Northern","Merwoe",NA,"Amri",18.9,32.1333,1,"Radio Dabanga","National","On March 21st, protesters (who had been displaced by the Merowe dam) gathered in Amri (Northern state), as part of nationwide anti-govt demonstrations. [size=dozens]",0,1618573276,"SDN",2019-03-21
"2923",5022527,729,"SUD12203",12203,"21 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Al Hasahisa",NA,"Arbaji",14.726,33.3525,1,"Al Rakoba","National","On March 21st, demonstrators gathered at Arbaji (El Gazira), as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573276,"SDN",2019-03-21
"2924",7685962,729,"SUD12196",12196,"21 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,1,"Sudan Tribune; Radio Dabanga","National","On March 21st, protesters gathered in Greater Khartoum (coded as three events in Khartoum, Khartoum North, and Omdurman), as part of nationwide anti-govt demonstrations. Security forces (coded here as police) dispersed demonstrators with tear gas and batons. [size=large]",0,1618573276,"SDN",2019-03-21
"2925",6732952,729,"SUD12202",12202,"21 March 2019",2019,2,"Violence against civilians","Attack","Police Forces of Sudan (1989-2019) National Intelligence and Security Services",NA,1,"Civilians (Sudan)","Labour Group (Sudan); Women (Sudan)",7,17,"Northern Africa","Sudan","Central Darfur","Wasat Jabal Marrah",NA,"Golo",13.1285,24.2814,1,"Radio Dabanga","National","On or before March 21st, NISS agents beat and shaved the head of a butcher in Golo (Central Darfur), after he refused to authorise the sale of some meat. A strike has been called in response to the attack.",0,1618573276,"SDN",2019-03-21
"2926",5202353,729,"SUD12204",12204,"21 March 2019",2019,1,"Violence against civilians","Attack","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Women (Sudan)",7,37,"Northern Africa","Sudan","North Darfur","Kutum",NA,"Naro",14.1667,24.5,2,"Al Rakoba","National","On March 21st, unknown gunmen shot and killed a woman and wounded her sister, as they returned from the market in Kutum to their home in Naro (North Darfur, coordinates used). The attackers then robbed the victims of all their possessions.",1,1559160529,"SDN",2019-03-21
"2927",7519175,729,"SUD12194",12194,"21 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga; Sudan Tribune","National","On March 21st, protesters gathered in Greater Khartoum (coded as three events in Khartoum, Khartoum North, and Omdurman), as part of nationwide anti-govt demonstrations. Security forces (coded here as police) dispersed demonstrators with tear gas and batons. [size=large]",0,1611019286,"SDN",2019-03-21
"2928",7811297,729,"SUD12210",12210,"21 March 2019",2019,2,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Sudan (1989-2019)",NA,1,"Civilians (Sudan)",NA,7,17,"Northern Africa","Sudan","South Kordofan","Heiban",NA,"Kauda",11.0919,30.564,2,"Radio Dabanga; Sudan Tribune","National","On March 20th or 21st, two children were killed and three injured by a government landmine at the village of Hijeir Baku/Hajar Boko, according to the SPLM-N (no geographical information found; coordinates for Kauda, South Kordofan used at precision 2, on the basis that the incident likely occurred in SPLM-N controlled territitory. [size=no report]",2,1618274209,"SDN",2019-03-21
"2929",5022510,729,"SUD12186",12186,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Jazirat al Fil",14.4167,33.5667,1,"Radio Dabanga","National","On March 19th, protesters demonstrated in Jazirat al Fil (El Gazira state) as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573275,"SDN",2019-03-19
"2930",5022511,729,"SUD12187",12187,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Al Manaqil",NA,"Al Uqdah",14.6167,32.9,1,"Radio Dabanga","National","On March 19th, protesters demonstrated in Al Uqdah (El Gazira state) as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573275,"SDN",2019-03-19
"2931",5022512,729,"SUD12188",12188,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Sennar","Sennar",NA,"Sennar",13.5422,33.6172,1,"Radio Dabanga","National","On March 19th, protesters demonstrated in Sennar (Sennar state) as part of nationwide anti-govt demonstrations. [size=no report]",0,1553544835,"SDN",2019-03-19
"2932",5022513,729,"SUD12189",12189,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)","Teachers (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","North Kordofan","Sheikan",NA,"El Obeid",13.1842,30.2167,1,"Radio Dabanga","National","On March 19th, teachers demonstrated in El Obeid (North Kordofan) as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573275,"SDN",2019-03-19
"2933",5022515,729,"SUD12191",12191,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Radio Dabanga","National","On March 19th, protesters demonstrated in Kassala (Kassala state) as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573276,"SDN",2019-03-19
"2934",7723085,729,"SUD12192",12192,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,3,"Radio Dabanga","National","On March 19th, protesters demonstrated at an unspecified location in Red Sea state (coded as Port Sudan at precision 3), as part of nationwide anti-govt demonstrations. [size=no report]",0,1614639426,"SDN",2019-03-19
"2935",7525204,729,"SUD12185",12185,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)","Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga","National","On March 19th, protesters demonstrated in Khartoum, as part of nationwide anti-govt demonstrations. They were joined by various striking workers. [size=no report]",0,1611019303,"SDN",2019-03-19
"2936",7722912,729,"SUD12190",12190,"19 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)","Teachers (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Radio Dabanga","National","On March 19th, lecturers demonstrated in Wad Medani (El Gazira state) as part of nationwide anti-govt demonstrations. [size=no report]",0,1618573275,"SDN",2019-03-19
"2937",7685961,729,"SUD12184",12184,"18 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,1,"Radio Dabanga; Al Rakoba","National","On March 18th, protesters gathered in Greater Khartoum (coded as three events in Khartoum, Khartoum North, and Omdurman), as part of nationwide anti-govt demonstrations. Security forces (coded here as police) dispersed demonstrators with batons and tear gas. [size=large]",0,1618573275,"SDN",2019-03-18
"2938",6730422,729,"SUD12183",12183,"18 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Al Rakoba; Radio Dabanga","National","On March 18th, protesters gathered in Greater Khartoum (coded as three events in Khartoum, Khartoum North, and Omdurman), as part of nationwide anti-govt demonstrations. Security forces (coded here as police) dispersed demonstrators with batons and tear gas. [size=large]",0,1618573275,"SDN",2019-03-18
"2939",7519174,729,"SUD12182",12182,"18 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)","Students (Sudan)",6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Al Rakoba; Radio Dabanga","National","On March 18th, protesters gathered in Greater Khartoum (coded as three events in Khartoum, Khartoum North, and Omdurman), as part of nationwide anti-govt demonstrations. Student demonstrators were active at various colleges and Universities. Security forces (coded here as police) dispersed demonstrators with batons and tear gas. [size=large]",0,1611019286,"SDN",2019-03-18
"2940",7685960,729,"SUD12180",12180,"17 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)","Police Forces of Sudan (1989-2019) National Intelligence and Security Services",1,16,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,1,"Radio Dabanga; Sudan Tribune","National","On March 17th, demonstrators gathered in Greater Khartoum (coded as four events in Khartoum, Khartoum North, Burri and Omdurman), as part of nationwide anti-govt protests. Police and security forces (coded here as NISS) dispersed protesters using tear gas and batons, and made a number of arrests. At least 16 people were reported to have been injured in the Greater Khartoum area. [size=hundreds]",0,1618573275,"SDN",2019-03-17
"2941",7519172,729,"SUD12178",12178,"17 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)","Journalists (Sudan)",6,"Police Forces of Sudan (1989-2019)","Police Forces of Sudan (1989-2019) National Intelligence and Security Services",1,16,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga; Sudan Tribune","National","On March 17th, demonstrators gathered in Greater Khartoum (coded as four events in Khartoum, Khartoum North, Burri and Omdurman), as part of nationwide anti-govt protests. Police and security forces (coded here as NISS) dispersed protesters using tear gas and batons. Journalists also gatheredto protest the detention of their colleague by NISS, and the restrictions placed on media reporting during the current upheaval. At least 16 people were reported to have been injured in the Greater Khartoum area. [size=hundreds]",0,1611019286,"SDN",2019-03-17
"2942",7519173,729,"SUD12181",12181,"17 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum - Burri",15.6,32.5667,1,"Sudan Tribune; Radio Dabanga","National","On March 17th, demonstrators gathered in Greater Khartoum (coded as four events in Khartoum, Khartoum North, Burri and Omdurman), as part of nationwide anti-govt protests. Notably, security forces initially permitted the protests to go ahead, which the Sudanese Professionals Association attributed to the visit of a US delegation on that day. Police dispersed protesters with tear gas later on. At least sixteen people were reported to have been injured in the Greater Khartoum area. [size=hundreds]",0,1611019286,"SDN",2019-03-17
"2943",6730440,729,"SUD12179",12179,"17 March 2019",2019,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Sudan Tribune; Radio Dabanga","National","On March 17th, demonstrators gathered in Greater Khartoum (coded as four events in Khartoum, Khartoum North, Burri and Omdurman), as part of nationwide anti-govt protests. Security forces (coded here as police) dispersed crowds in the area with batons and tear gas. At least 16 people were reported to have been injured in the Greater Khartoum area. [size=hundreds]",0,1618573275,"SDN",2019-03-17
"2944",7277465,729,"SUD12177",12177,"16 March 2019",2019,1,"Violence against civilians","Attack","Military Forces of Sudan (1989-2019) Rapid Support Forces",NA,1,"Civilians (Sudan)",NA,7,17,"Northern Africa","Sudan","South Darfur","Kas",NA,"Kass",12.5052,24.2855,2,"Radio Dabanga","National","On March 16th, gunmen wearing 'militia clothing' (and coded as RSF) attacked a commercial vehicle at Najma (no information found; coordinates for Kass, South Darfur, used at precision 2). The gunmen beat seven of the passengers with their rifles and sticks, and looted the passengers of money and mobile phones.",0,1618573274,"SDN",2019-03-16
"2945",5022496,729,"SUD12172",12172,"15 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Radio Dabanga","National","On March 15th, protesters gathered in Khartoum North, as part of nationwide anti-govt demonstrations. [size=hundreds]",0,1618573274,"SDN",2019-03-15
"2946",5022498,729,"SUD12174",12174,"15 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Madeinat Al Gedaref",NA,"Gedaref",14.0479,35.3884,1,"Radio Dabanga","National","On March 15th, protesters gathered in Gedaref (Gedaref state) as part of nationwide anti-govt demonstrations. [size=hundreds]",0,1618573274,"SDN",2019-03-15
"2947",5022499,729,"SUD12175",12175,"15 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Radio Dabanga","National","On March 15th, protesters gathered in Kassala (Kassala state) as part of nationwide anti-govt demonstrations. [size=dozens]",0,1618573274,"SDN",2019-03-15
"2948",7525447,729,"SUD12171",12171,"15 March 2019",2019,1,"Protests","Excessive force against protesters","Protesters (Sudan)",NA,6,"Police Forces of Sudan (1989-2019)",NA,1,16,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga","National","On March 15th, protesters gathered in Khartoum, as part of nationwide anti-govt demonstrations. Security forces (coded here as police) used tear gas to disperse crowds, which resuted in the death of a 95 year-old woman at her home in an area the gas was used. [size=hundreds]",1,1611019304,"SDN",2019-03-15
"2949",7811684,729,"SUD12173",12173,"15 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","South Kordofan","Heiban",NA,"Kauda",11.0919,30.564,1,"Radio Dabanga","National","On March 15th, protesters gathered in Kauda (South Kordofan) as part of nationwide anti-govt demonstrations. [size=dozens]",0,1618274216,"SDN",2019-03-15
"2950",7309924,729,"SUD13682",13682,"15 March 2019",2019,3,"Riots","Mob violence","Rioters (Sudan)","Vigilante Group (Sudan)",5,"Civilians (Sudan)",NA,7,57,"Northern Africa","Sudan","South Kordofan","Abu Kershola",NA,"Abu Kershola",12.1482,30.7948,2,"Hudo Centre","National","During the month of March 2019, the family of a lady who was kidnapped attacked the house of the man suspected of being involved in the kidnapping (the suspect is a PDF paramilitary) in or near Abu Sherola in Abu Kershola locality. The sister of the suspect was wounded in the incident. [size=no report]",0,1606177617,"SDN",2019-03-15
"2951",5726904,729,"SUD12968",12968,"15 March 2019",2019,3,"Battles","Armed clash","SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction) (Splinter Faction)",NA,2,"SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,22,"Northern Africa","Sudan","Central Darfur","Shamal Jabal Marrah",NA,"Daya",13.2127,24.3748,2,"UNSC","Other","Between January 17th and March 26th, internal fighting within the SLM/A-Nur rebel group (over the plans of one faction to sign a peace accord with the government) killed 22 and wounded 9 fighters associated with the faction intending the sign the agreement (headed by Mubarak Aldouk, and coded as splinter faction) and killed 20 and wounded 15 fighters in the group headed by Salih Borsa (coded as regular SLM/A-Nur). The events took place in the area of Daya (Central Darfur). Six events coded (four at time prec3, two at time prec1), with fatalities distributed across events).",7,1618573365,"SDN",2019-03-15
"2952",5726905,729,"SUD12969",12969,"15 March 2019",2019,3,"Violence against civilians","Attack","SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,"Civilians (Sudan)","Fur Ethnic Group (Sudan)",7,27,"Northern Africa","Sudan","Central Darfur","Shamal Jabal Marrah",NA,"Daya",13.2127,24.3748,2,"UNSC","Other","Between January 17th and March 26th, two rival SLM/A-al Nur factions attacked Fur civilians in the area of Daya (Central Darfur), killing 5, wounding 5, and abducting 15. It is not clear which factions are responsible for the specific deaths. Three events coded at time prec3, with fatalities distributed across events. Two events coded with regular SLM/A-al Nur rebels as actor1, one with splinter faction as actor1.",1,1618573365,"SDN",2019-03-15
"2953",7210973,729,"SUD12176",12176,"15 March 2019",2019,3,"Violence against civilians","Attack","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Pastoralists (Sudan)",7,37,"Northern Africa","Sudan","North Darfur","Kutum",NA,"Kutum",14.2065,24.6499,2,"Al Rakoba","National","At an unspecified time in March, unknown gunmen shot four shepards as they slept, killing one, and wounding the other three. The event occurred in Kamblak village (no geographical info found, coordinates for Kutum used at precision 2).",1,1600121120,"SDN",2019-03-15
"2954",7527449,729,"SUD12164",12164,"14 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Sudan Tribune","National","On March 14th, large demonstrations occurred throughout the Greater Khartoum area, as part of nationwide anti-govt protests (coded as four events in Khartoum, Khartoum North, Burri and Omdurman). [size=hundreds]",0,1611019334,"SDN",2019-03-14
"2955",7527453,729,"SUD12167",12167,"14 March 2019",2019,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum - Burri",15.6,32.5667,1,"Sudan Tribune","National","On March 14th, large demonstrations occurred throughout the Greater Khartoum area, as part of nationwide anti-govt protests (coded as four events in Khartoum, Khartoum North, Burri and Omdurman). [size=hundreds]",0,1611019334,"SDN",2019-03-14
"2956",7213133,729,"SUD12170",12170,"14 March 2019",2019,1,"Violence against civilians","Attack","Military Forces of Sudan (1989-2019)","Unidentified Armed Group (Sudan)",1,"Civilians (Sudan)","Students (Sudan)",7,17,"Northern Africa","Sudan","South Darfur","Nyala Janoub",NA,"Nyala",12.0556,24.8906,1,"Radio Dabanga","National","On March 14th, three gunmen abducted three students in Nyala (South Darfur), and attempted to rob them. When one student resisted, he was shot dead, and his two colleagues wounded. It transpired that one of the gunmen was a corporal in the military, whilst the other two were not affiliated with the SAF, despite wearing military uniforms. All have been arrested.",1,1618573274,"SDN",2019-03-14
"2957",7691644,729,"SUD12166",12166,"14 March 2019",2019,1,"Riots","Violent demonstration","Rioters (Sudan)",NA,5,"Police Forces of Sudan (1989-2019)","Military Forces of Sudan (1989-2019); Police Forces of Sudan (1989-2019) National Intelligence and Security Services",1,15,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,1,"Sudan Tribune","National","On March 14th, large demonstrations occurred throughout the Greater Khartoum area, as part of nationwide anti-govt protests (coded as four events in Khartoum, Khartoum North, Burri and Omdurman). Police and security forces (coded as NISS) clashed with protesters in Omdurman and Khartoum North, with police using tear gas and security agents making arrests [size=hundreds]",0,1618573274,"SDN",2019-03-14
"2958",6733016,729,"SUD12165",12165,"14 March 2019",2019,1,"Riots","Violent demonstration","Rioters (Sudan)",NA,5,"Police Forces of Sudan (1989-2019)","Military Forces of Sudan (1989-2019); Police Forces of Sudan (1989-2019) National Intelligence and Security Services",1,15,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Sudan Tribune","National","On March 14th, large demonstrations occurred throughout the Greater Khartoum area, as part of nationwide anti-govt protests (coded as four events in Khartoum, Khartoum North, Burri and Omdurman). Police and security forces (coded as NISS) clashed with protesters in Omdurman and Khartoum North, with police using tear gas and security agents making arrests [size=hundreds]",0,1618573273,"SDN",2019-03-14
